1205,16775
12640,40957
15232,43406
69139,23975
71308,39725
67683,79969
78170,79969
10469,28674
42106,61764
35682,74079
2978,16775
6393,78641
26192,51110
39549,20000
33368,2278
11927,12549
38131,54519
2439,63915
14863,11986
42372,14926
45379,51110
13798,13980
66968,58943
9035,74079
48693,7921
41566,79969
45231,42856
6671,5043
49032,23818
22849,68634
18225,20000
78363,60129
60050,5043
42065,32151
65319,58467
11051,55604
80018,63988
29155,23818
6725,34553
39234,38567
60367,32736
39517,24790
59038,79969
38902,62733
44279,9343
67323,46267
47988,70475
17945,16775
77336,23162
10323,21293
9674,45783
61082,16775
54680,12904
11801,61106
77516,18310
79059,78337
5796,40957
49938,59068
17486,6156
63582,79969
12026,57603
76900,74079
72065,16775
22512,19221
31496,47577
58529,4096
10084,18310
10409,79969
70593,67873
77101,59068
7253,18310
70626,28042
68812,19221
21304,48567
31130,26687
31543,11362
32878,67813
57998,71650
57619,18310
24963,32736
70558,13822
57252,60813
52884,37381
25402,34253
34644,71278
1015,79969
68857,2504
58595,53179
9477,60611
34312,19221
50312,7861
12484,42091
78123,2504
53954,74106
16892,16775
73428,24869
13695,78337
40749,57616
81666,36283
46904,36247
17172,3650
20956,41808
70999,11986
80790,56682
6976,9680
7755,26364
21045,64617
78188,79270
66102,49368
49796,74079
72959,23818
2981,13206
51606,8334
18873,47470
64627,53410
23273,51110
65762,28553
44577,14926
36913,59068
8243,2504
40334,25488
24669,16775
73803,56278
4100,16775
29103,23935
65594,74079
49905,21815
56736,2504
1224,54519
67155,29748
52393,74079
4366,32736
6527,11986
46319,4709
13289,73996
60620,2504
61174,65112
70580,62733
883,79969
20054,16775
63996,13512
62532,78646
16227,16775
40604,33177
73539,60129
21530,62675
54699,63232
60846,55524
10390,80232
56775,14926
39886,33679
13241,2504
66072,79276
41619,36247
25415,38290
33354,23818
49746,38410
32577,79969
4886,61106
12765,79969
69453,49413
76615,41036
21592,53376
44455,18310
58497,56728
78391,74079
24861,12904
28421,2504
79639,36247
46306,74079
44298,11585
65978,25488
4936,6069
50214,27284
17998,74079
36097,54519
43755,16775
65372,44780
79285,31415
